startTime,1600143193974
m,62.18,63.06,702,1600143217161
m,62.15,63.05,227,1600143217173
u,62.15,63.05,227,1600143217173
d,68.64,51.1,218,1600143218351
m,68.64,51.09,396,1600143218363
m,68.65,51.08,596,1600143218386
m,68.64,51.05,708,1600143218408
m,68.6,51.1,727,1600143218454
m,68.57,51.21,733,1600143218467
m,68.54,51.36,745,1600143218478
m,68.48,51.53,745,1600143218489
m,68.41,51.7,752,1600143218500
m,68.34,51.88,753,1600143218513
m,68.25,52.04,761,1600143218524
m,68.18,52.19,759,1600143218535
m,68.11,52.36,761,1600143218548
m,68.07,52.47,761,1600143218559
m,68.02,52.59,780,1600143218570
m,67.99,52.68,789,1600143218581
m,67.9,52.85,797,1600143218593
m,67.81,53.02,804,1600143218605
m,67.72,53.16,805,1600143218617
m,67.63,53.32,805,1600143218628
m,67.54,53.48,803,1600143218639
m,67.44,53.63,802,1600143218651
m,67.35,53.79,805,1600143218663
m,67.26,53.95,807,1600143218675
m,67.14,54.11,808,1600143218686
m,66.97,54.31,806,1600143218697
m,66.82,54.55,804,1600143218708
m,66.72,54.76,804,1600143218720
m,66.59,54.95,806,1600143218732
m,66.46,55.19,815,1600143218743
m,66.31,55.38,817,1600143218755
m,66.17,55.62,818,1600143218767
m,66.01,55.89,817,1600143218778
m,65.84,56.12,817,1600143218790
m,65.66,56.38,819,1600143218802
m,65.54,56.64,821,1600143218813
m,65.44,56.88,823,1600143218824
m,65.35,57.1,823,1600143218836
m,65.24,57.35,821,1600143218848
m,65.07,57.64,824,1600143218859
m,64.88,57.91,825,1600143218871
m,64.74,58.15,830,1600143218883
m,64.61,58.37,834,1600143218895
m,64.48,58.61,834,1600143218905
m,64.38,58.81,834,1600143218917
m,64.26,59.03,837,1600143218928
m,64.15,59.22,839,1600143218940
m,63.99,59.49,840,1600143218952
m,63.85,59.74,842,1600143218963
m,63.73,59.98,841,1600143218974
m,63.61,60.19,839,1600143218986
m,63.49,60.41,838,1600143218997
m,63.4,60.63,840,1600143219010
m,63.29,60.9,845,1600143219022
m,63.1,61.22,847,1600143219032
m,62.9,61.56,846,1600143219043
m,62.68,61.95,846,1600143219055
m,62.5,62.29,847,1600143219067
m,62.33,62.62,852,1600143219079
m,62.17,62.93,852,1600143219091
m,61.98,63.28,852,1600143219102
m,61.77,63.59,852,1600143219113
m,61.18,64.49,852,1600143219148
m,61,64.69,852,1600143219160
m,60.88,64.81,852,1600143219171
m,60.82,64.85,845,1600143219182
m,60.78,64.8,467,1600143219206
u,60.78,64.8,467,1600143219206
d,69.36,51.21,497,1600143219715
m,69.37,51.2,704,1600143219737
m,69.41,51.2,723,1600143219795
m,69.5,51.2,721,1600143219806
m,69.63,51.21,743,1600143219818
m,69.74,51.2,752,1600143219829
m,69.83,51.2,755,1600143219842
m,69.87,51.19,759,1600143219853
m,69.9,51.16,793,1600143219899
m,69.93,51.16,791,1600143219956
m,69.98,51.15,791,1600143219980
m,70.03,51.15,795,1600143219992
m,70.07,51.15,807,1600143220003
m,70.1,51.14,816,1600143220015
m,70.15,51.13,830,1600143220188
m,70.18,51.13,832,1600143220199
m,70.23,51.13,830,1600143220211
m,70.28,51.13,829,1600143220223
m,70.32,51.13,827,1600143220234
m,70.38,51.13,826,1600143220246
m,70.47,51.12,829,1600143220257
m,70.57,51.1,830,1600143220269
m,70.73,51.06,830,1600143220280
m,70.94,51.02,828,1600143220292
m,71.12,51,826,1600143220304
m,71.29,51,826,1600143220315
m,71.46,51.01,828,1600143220326
m,71.71,51.01,829,1600143220339
m,72.02,51,830,1600143220349
m,72.34,50.99,827,1600143220360
m,72.67,50.96,826,1600143220372
m,72.98,50.93,827,1600143220384
m,73.32,50.92,828,1600143220396
m,73.59,50.9,829,1600143220408
m,73.92,50.89,829,1600143220419
m,74.29,50.89,827,1600143220430
m,74.64,50.89,826,1600143220441
m,75,50.88,825,1600143220454
m,75.33,50.87,828,1600143220466
m,75.72,50.84,829,1600143220477
m,76.14,50.79,828,1600143220488
m,76.49,50.76,826,1600143220499
m,76.8,50.74,825,1600143220512
m,77.09,50.72,825,1600143220523
m,77.35,50.72,827,1600143220534
m,77.62,50.72,828,1600143220546
m,77.94,50.72,828,1600143220557
m,78.31,50.71,826,1600143220569
m,78.65,50.7,825,1600143220581
m,78.97,50.68,826,1600143220593
m,79.32,50.65,828,1600143220604
m,79.6,50.62,829,1600143220615
m,79.91,50.61,828,1600143220627
m,80.23,50.6,826,1600143220639
m,80.52,50.59,824,1600143220650
m,80.84,50.57,826,1600143220661
m,81.17,50.54,827,1600143220673
m,81.48,50.51,828,1600143220685
m,81.81,50.48,827,1600143220695
m,82.15,50.46,825,1600143220708
m,82.42,50.46,824,1600143220719
m,82.67,50.46,826,1600143220731
m,82.97,50.46,827,1600143220743
m,83.27,50.46,828,1600143220754
m,83.5,50.46,827,1600143220765
m,83.76,50.44,825,1600143220776
m,84.07,50.43,824,1600143220788
m,84.33,50.41,824,1600143220801
m,84.53,50.4,827,1600143220812
m,84.8,50.39,827,1600143220823
m,85.07,50.39,827,1600143220834
m,85.37,50.39,824,1600143220847
m,85.7,50.38,824,1600143220858
m,86.04,50.37,825,1600143220870
m,86.4,50.35,826,1600143220881
m,86.86,50.33,827,1600143220893
m,87.23,50.31,827,1600143220904
m,87.5,50.29,824,1600143220916
m,87.76,50.27,824,1600143220928
m,88.12,50.26,824,1600143220939
m,88.44,50.25,825,1600143220950
m,88.82,50.23,827,1600143220962
m,89.26,50.19,826,1600143220973
m,89.63,50.15,824,1600143220985
m,89.98,50.11,823,1600143220996
m,90.32,50.07,824,1600143221008
m,90.76,50.06,826,1600143221019
m,91.14,50.06,827,1600143221031
m,91.49,50.05,826,1600143221043
m,91.9,50.04,823,1600143221054
m,92.29,50.03,823,1600143221065
m,92.7,50.02,824,1600143221078
m,93.11,50.01,827,1600143221090
m,93.54,50,826,1600143221100
m,93.93,49.99,824,1600143221112
m,94.28,49.99,824,1600143221124
m,94.66,49.99,822,1600143221136
m,95.05,49.99,824,1600143221147
m,95.42,49.98,826,1600143221159
m,95.78,49.98,826,1600143221170
m,96.12,49.97,825,1600143221181
m,96.44,49.96,823,1600143221192
m,96.77,49.96,822,1600143221205
m,97.08,49.95,824,1600143221217
m,97.43,49.95,826,1600143221228
m,97.74,49.95,826,1600143221239
m,98.09,49.95,824,1600143221251
m,98.43,49.94,823,1600143221262
m,98.77,49.94,823,1600143221274
m,99.04,49.94,824,1600143221285
m,99.37,49.93,825,1600143221298
m,99.68,49.93,826,1600143221308
m,99.99,49.93,824,1600143221320
m,100.29,49.93,821,1600143221332
m,100.6,49.93,822,1600143221344
m,100.9,49.93,824,1600143221355
m,101.26,49.92,825,1600143221366
m,101.54,49.91,826,1600143221378
m,101.81,49.9,824,1600143221389
m,102.11,49.88,822,1600143221400
m,102.46,49.86,822,1600143221413
m,102.76,49.85,823,1600143221425
m,103.02,49.84,825,1600143221436
m,103.27,49.82,825,1600143221447
m,103.57,49.81,824,1600143221458
m,103.84,49.8,822,1600143221470
m,104.02,49.8,822,1600143221481
m,104.21,49.79,823,1600143221494
m,104.46,49.78,826,1600143221505
m,104.69,49.78,826,1600143221516
m,104.9,49.78,823,1600143221528
m,105.14,49.77,821,1600143221539
m,105.42,49.77,822,1600143221551
m,105.68,49.77,823,1600143221563
m,105.94,49.77,824,1600143221574
m,106.22,49.77,825,1600143221586
m,106.52,49.78,823,1600143221596
m,106.91,49.78,822,1600143221609
m,107.35,49.78,822,1600143221621
m,107.72,49.77,824,1600143221632
m,108.12,49.75,825,1600143221644
m,108.49,49.72,825,1600143221655
m,108.85,49.68,822,1600143221667
m,109.19,49.66,822,1600143221678
m,109.48,49.65,822,1600143221690
m,109.8,49.64,824,1600143221702
m,110.09,49.64,825,1600143221713
m,110.37,49.64,824,1600143221725
m,110.64,49.63,823,1600143221736
m,110.89,49.6,821,1600143221748
m,111.08,49.56,823,1600143221759
m,111.33,49.53,824,1600143221770
m,111.57,49.51,825,1600143221783
m,111.79,49.49,824,1600143221794
m,112,49.47,823,1600143221805
m,112.12,49.46,822,1600143221817
m,112.15,49.45,822,1600143221828
m,112.15,49.49,820,1600143222036
m,112.14,49.53,821,1600143222048
m,112.12,49.61,823,1600143222059
m,112.08,49.69,822,1600143222071
m,112.05,49.76,820,1600143222082
m,112.02,49.82,818,1600143222093
m,112,49.87,818,1600143222106
m,111.98,49.92,821,1600143222118
m,111.98,50,822,1600143222129
m,111.98,50.07,820,1600143222140
m,111.97,50.17,819,1600143222152
m,111.95,50.26,818,1600143222164
m,111.93,50.33,819,1600143222175
m,111.9,50.37,821,1600143222186
m,111.87,50.44,822,1600143222198
m,111.85,50.55,820,1600143222210
m,111.85,50.65,817,1600143222221
m,111.84,50.76,816,1600143222233
m,111.85,50.89,819,1600143222244
m,111.85,51.01,820,1600143222256
m,111.85,51.13,821,1600143222267
m,111.85,51.27,820,1600143222279
m,111.84,51.46,818,1600143222291
m,111.83,51.65,818,1600143222302
m,111.8,51.82,819,1600143222313
m,111.79,52,820,1600143222326
m,111.77,52.14,822,1600143222337
m,111.75,52.31,820,1600143222348
m,111.73,52.47,817,1600143222359
m,111.71,52.65,817,1600143222371
m,111.7,52.83,819,1600143222383
m,111.69,53,822,1600143222395
m,111.66,53.2,822,1600143222406
m,111.62,53.35,820,1600143222417
m,111.58,53.55,819,1600143222429
m,111.52,53.74,818,1600143222441
m,111.48,53.88,819,1600143222453
m,111.46,54.03,822,1600143222465
m,111.44,54.14,821,1600143222475
m,111.43,54.23,819,1600143222486
m,111.42,54.33,818,1600143222498
m,111.38,54.49,819,1600143222510
m,111.32,54.67,821,1600143222522
m,111.21,54.85,822,1600143222533
m,111.13,55.05,822,1600143222545
m,111.07,55.2,820,1600143222556
m,111.03,55.38,819,1600143222568
m,110.98,55.54,818,1600143222580
m,110.93,55.73,820,1600143222591
m,110.89,55.89,822,1600143222602
m,110.82,56.05,822,1600143222614
m,110.75,56.21,820,1600143222626
m,110.67,56.4,819,1600143222637
m,110.59,56.57,820,1600143222648
m,110.55,56.75,821,1600143222660
m,110.49,56.91,823,1600143222672
m,110.43,57.06,822,1600143222683
m,110.37,57.19,821,1600143222695
m,110.31,57.31,818,1600143222706
m,110.28,57.46,819,1600143222718
m,110.24,57.61,820,1600143222729
m,110.17,57.76,823,1600143222742
m,110.1,57.93,822,1600143222753
m,110.04,58.09,821,1600143222763
m,109.99,58.24,818,1600143222775
m,109.96,58.38,819,1600143222788
m,109.91,58.53,820,1600143222799
m,109.86,58.66,822,1600143222811
m,109.82,58.81,822,1600143222822
m,109.78,58.93,820,1600143222833
m,109.73,59.09,817,1600143222845
m,109.65,59.26,819,1600143222857
m,109.56,59.41,821,1600143222869
m,109.49,59.56,823,1600143222880
m,109.43,59.72,822,1600143222891
m,109.4,59.86,820,1600143222902
m,109.36,60.01,819,1600143222915
m,109.32,60.13,818,1600143222926
m,109.27,60.27,820,1600143222937
m,109.22,60.37,822,1600143222950
m,109.18,60.5,823,1600143222961
m,109.13,60.6,820,1600143222972
m,109.08,60.74,819,1600143222984
m,108.99,60.88,820,1600143222995
m,108.93,61,821,1600143223007
m,108.88,61.1,823,1600143223019
m,108.85,61.18,822,1600143223030
m,108.82,61.27,820,1600143223042
m,108.8,61.38,819,1600143223052
m,108.75,61.48,819,1600143223064
m,108.69,61.68,822,1600143223076
m,108.58,61.89,824,1600143223088
m,108.51,62.12,826,1600143223099
m,108.44,62.36,823,1600143223110
m,108.36,62.55,822,1600143223122
m,108.31,62.74,823,1600143223134
m,108.26,62.89,826,1600143223146
m,108.22,63.09,828,1600143223157
m,108.17,63.26,827,1600143223168
m,108.12,63.37,826,1600143223180
m,108.08,63.5,824,1600143223192
m,108.05,63.6,826,1600143223203
m,108.01,63.67,827,1600143223215
m,107.99,63.74,828,1600143223226
m,107.97,63.83,828,1600143223238
m,107.95,63.93,825,1600143223250
m,107.92,64.06,825,1600143223261
m,107.89,64.21,826,1600143223273
m,107.86,64.35,827,1600143223284
m,107.85,64.48,829,1600143223295
m,107.83,64.57,827,1600143223306
m,107.83,64.66,826,1600143223319
m,107.83,64.74,825,1600143223331
m,107.82,64.79,827,1600143223342
m,107.81,64.82,831,1600143223365
m,107.8,64.81,852,1600143223573
m,107.77,64.81,852,1600143223631
m,107.74,64.8,852,1600143223676
m,107.65,64.8,852,1600143223688
m,107.39,64.8,852,1600143223700
m,107.12,64.83,852,1600143223711
m,106.85,64.9,852,1600143223723
m,106.59,65.01,852,1600143223735
m,106.41,65.07,852,1600143223746
m,106.22,65.09,852,1600143223758
m,105.98,65.11,852,1600143223770
m,105.67,65.1,852,1600143223781
m,105.39,65.1,852,1600143223792
m,104.99,65.11,852,1600143223803
m,104.64,65.15,851,1600143223815
m,104.21,65.21,851,1600143223827
m,103.83,65.31,852,1600143223839
m,103.41,65.37,852,1600143223850
m,102.92,65.4,851,1600143223861
m,102.49,65.42,849,1600143223873
m,102,65.43,849,1600143223885
m,101.5,65.43,852,1600143223897
m,100.98,65.43,852,1600143223909
m,100.41,65.44,852,1600143223920
m,99.76,65.45,851,1600143223930
m,99.24,65.45,850,1600143223943
m,98.69,65.46,850,1600143223955
m,98.17,65.46,852,1600143223966
m,97.63,65.46,852,1600143223977
m,97.12,65.45,852,1600143223989
m,96.59,65.44,852,1600143224000
m,96.1,65.44,851,1600143224012
m,95.58,65.43,851,1600143224024
m,95.13,65.43,852,1600143224035
m,94.55,65.42,852,1600143224047
m,94.06,65.43,852,1600143224058
m,93.51,65.42,852,1600143224070
m,93.02,65.43,852,1600143224082
m,92.49,65.43,852,1600143224092
m,92.05,65.44,852,1600143224105
m,91.57,65.45,852,1600143224117
m,91.08,65.46,852,1600143224127
m,90.5,65.45,852,1600143224139
m,90.14,65.44,852,1600143224150
m,89.64,65.43,852,1600143224162
m,89.18,65.41,852,1600143224173
m,88.74,65.39,852,1600143224186
m,88.33,65.37,852,1600143224197
m,87.84,65.35,852,1600143224208
m,87.49,65.32,852,1600143224219
m,87.11,65.29,852,1600143224232
m,86.61,65.25,852,1600143224244
m,85.67,65.18,852,1600143224266
m,85.19,65.15,852,1600143224278
m,84.72,65.16,852,1600143224289
m,84.2,65.17,852,1600143224301
m,83.67,65.18,852,1600143224313
m,83.18,65.19,852,1600143224324
m,82.66,65.2,852,1600143224335
m,82.08,65.2,852,1600143224346
m,81.53,65.2,852,1600143224359
m,81.04,65.21,852,1600143224371
m,80.49,65.22,852,1600143224382
m,79.92,65.23,852,1600143224393
m,79.42,65.23,852,1600143224405
m,78.9,65.23,852,1600143224416
m,78.37,65.23,852,1600143224428
m,77.87,65.24,852,1600143224440
m,77.39,65.24,852,1600143224451
m,76.9,65.25,852,1600143224463
m,76.37,65.25,852,1600143224474
m,75.88,65.25,852,1600143224486
m,75.4,65.26,852,1600143224497
m,74.92,65.26,852,1600143224508
m,74.44,65.27,852,1600143224520
m,74,65.28,852,1600143224533
m,73.56,65.29,852,1600143224543
m,73.11,65.29,852,1600143224554
m,72.7,65.29,852,1600143224567
m,72.3,65.3,852,1600143224579
m,71.91,65.3,852,1600143224590
m,71.53,65.3,852,1600143224601
m,71.15,65.3,852,1600143224613
m,70.78,65.29,852,1600143224624
m,70.45,65.29,852,1600143224635
m,70.07,65.29,852,1600143224648
m,69.23,65.3,852,1600143224671
m,68.92,65.32,852,1600143224681
m,68.61,65.34,852,1600143224693
m,68.32,65.35,852,1600143224705
m,68.06,65.35,852,1600143224717
m,67.77,65.36,852,1600143224728
m,67.49,65.37,852,1600143224740
m,67.19,65.38,852,1600143224751
m,66.85,65.43,852,1600143224762
m,66.48,65.5,851,1600143224775
m,66.15,65.57,852,1600143224787
m,65.85,65.62,852,1600143224797
m,65.49,65.65,852,1600143224809
m,65.18,65.67,852,1600143224820
m,64.86,65.69,850,1600143224832
m,64.56,65.7,852,1600143224843
m,64.21,65.7,852,1600143224855
m,63.87,65.71,852,1600143224868
m,63.56,65.72,852,1600143224878
m,63.23,65.73,852,1600143224890
m,62.87,65.74,851,1600143224902
m,62.53,65.76,851,1600143224913
m,62.18,65.77,852,1600143224924
m,61.89,65.78,852,1600143224937
m,61.59,65.79,852,1600143224948
m,61.29,65.79,852,1600143224959
m,61.03,65.79,852,1600143224970
m,60.81,65.79,852,1600143224983
m,60.6,65.79,852,1600143224994
m,60.44,65.79,852,1600143225006
m,60.35,65.79,852,1600143225017
m,60.31,65.79,852,1600143225028
m,60.28,65.79,852,1600143225051
m,60.3,65.79,852,1600143225259
m,60.3,65.76,852,1600143225375
m,60.31,65.71,852,1600143225398
m,60.31,65.56,852,1600143225410
m,60.31,65.34,852,1600143225421
m,60.31,65.1,852,1600143225433
m,60.32,64.92,852,1600143225445
m,60.31,64.77,852,1600143225456
m,60.3,64.62,852,1600143225467
m,60.26,64.47,852,1600143225479
m,60.21,64.32,852,1600143225492
m,60.17,64.14,852,1600143225502
m,60.16,63.9,852,1600143225514
m,60.14,63.66,852,1600143225525
m,60.15,63.37,852,1600143225537
m,60.17,63.04,852,1600143225548
m,60.2,62.74,852,1600143225561
m,60.21,62.43,852,1600143225572
m,60.22,62.1,852,1600143225583
m,60.2,61.78,852,1600143225594
m,60.17,61.41,852,1600143225607
m,60.13,61.01,852,1600143225618
m,60.1,60.59,852,1600143225630
m,60.09,60.14,852,1600143225641
m,60.09,59.71,852,1600143225653
m,60.08,59.31,852,1600143225664
m,60.06,58.91,852,1600143225676
m,60.05,58.51,852,1600143225688
m,60.04,58.07,852,1600143225699
m,60.03,57.56,852,1600143225710
m,60.03,57.06,852,1600143225722
m,60.04,56.59,852,1600143225734
m,60.05,56.1,852,1600143225745
m,60.06,55.65,852,1600143225757
m,60.07,55.24,852,1600143225768
m,60.06,54.8,852,1600143225780
m,60.06,54.32,852,1600143225791
m,60.06,53.87,852,1600143225803
m,60.05,53.39,852,1600143225815
m,60.05,52.9,852,1600143225826
m,60.03,52.43,852,1600143225837
m,60,52,852,1600143225849
m,59.97,51.6,852,1600143225861
m,59.92,51.2,852,1600143225872
m,59.86,50.79,852,1600143225883
m,59.83,50.38,852,1600143225896
m,59.79,50,852,1600143225907
m,59.78,49.63,852,1600143225918
m,59.76,49.27,852,1600143225930
m,59.74,48.93,852,1600143225941
m,59.7,48.61,852,1600143225953
m,59.68,48.29,852,1600143225964
m,59.65,48,852,1600143225976
m,59.6,47.72,852,1600143225987
m,59.53,47.46,852,1600143225998
m,59.43,47.19,852,1600143226011
m,59.36,46.95,852,1600143226023
m,59.29,46.76,852,1600143226034
m,59.24,46.59,852,1600143226045
m,59.19,46.46,852,1600143226056
m,59.16,46.37,852,1600143226069
m,59.14,46.3,852,1600143226080
m,59.12,46.23,852,1600143226092
m,59.1,46.18,852,1600143226104
m,59.09,46.15,852,1600143226115
m,59.06,46.13,800,1600143226242
m,59.03,46.12,591,1600143226253
m,58.83,46.11,13,1600143226264
u,58.83,46.11,13,1600143226264
d,57.66,46.46,490,1600143226718
m,57.68,46.46,663,1600143226752
m,57.75,46.41,677,1600143226776
m,57.82,46.32,693,1600143226787
m,57.93,46.23,709,1600143226798
m,57.98,46.13,714,1600143226811
m,58.1,46,712,1600143226822
m,58.33,45.82,713,1600143226834
m,58.56,45.57,715,1600143226846
m,58.93,45.23,713,1600143226857
m,59.37,44.84,710,1600143226868
m,59.86,44.4,709,1600143226880
m,60.36,43.97,710,1600143226892
m,60.81,43.57,711,1600143226903
m,61.25,43.17,721,1600143226915
m,61.72,42.74,735,1600143226926
m,62.16,42.29,742,1600143226937
m,62.58,41.83,749,1600143226949
m,62.95,41.36,750,1600143226961
m,63.27,40.98,752,1600143226973
m,63.55,40.66,753,1600143226984
m,63.81,40.35,752,1600143226995
m,64.08,40.06,769,1600143227007
m,64.44,39.73,772,1600143227019
m,64.7,39.35,775,1600143227030
m,65.08,39.04,782,1600143227042
m,65.28,38.82,786,1600143227054
m,65.36,38.7,805,1600143227065
m,65.38,38.65,810,1600143227075
m,65.41,38.63,812,1600143227122
m,65.44,38.58,809,1600143227157
m,65.46,38.55,809,1600143227180
m,65.47,38.52,810,1600143227203
m,65.48,38.49,807,1600143227214
m,65.5,38.46,807,1600143227249
m,65.51,38.5,805,1600143227273
m,65.53,38.61,803,1600143227284
m,65.57,38.78,802,1600143227296
m,65.61,38.95,803,1600143227307
m,65.67,39.15,805,1600143227319
m,65.72,39.36,805,1600143227330
m,65.77,39.57,804,1600143227341
m,65.83,39.78,802,1600143227354
m,65.89,40.02,802,1600143227364
m,65.89,40.22,802,1600143227377
m,65.9,40.48,806,1600143227388
m,65.88,40.73,812,1600143227400
m,65.86,40.97,810,1600143227411
m,65.84,41.24,807,1600143227423
m,65.82,41.43,807,1600143227435
m,65.81,41.64,808,1600143227446
m,65.82,41.84,809,1600143227457
m,65.82,42.04,810,1600143227469
m,65.83,42.27,809,1600143227481
m,65.84,42.5,807,1600143227492
m,65.83,42.73,807,1600143227503
m,65.83,42.92,808,1600143227516
m,65.83,43.19,810,1600143227527
m,65.83,43.4,810,1600143227538
m,65.84,43.61,809,1600143227550
m,65.86,43.82,807,1600143227561
m,65.9,44.01,806,1600143227573
m,65.92,44.23,808,1600143227585
m,65.94,44.46,809,1600143227597
m,65.94,44.71,811,1600143227608
m,65.94,45,811,1600143227618
m,65.95,45.33,809,1600143227631
m,65.96,45.59,808,1600143227642
m,65.99,45.85,809,1600143227654
m,66.03,46.11,810,1600143227666
m,66.06,46.34,811,1600143227677
m,66.11,46.59,810,1600143227689
m,66.15,46.82,808,1600143227700
m,66.17,47.08,809,1600143227712
m,66.19,47.32,810,1600143227723
m,66.22,47.59,812,1600143227735
m,66.24,47.82,812,1600143227746
m,66.27,48.03,811,1600143227758
m,66.29,48.22,809,1600143227770
m,66.31,48.36,808,1600143227780
m,66.34,48.5,810,1600143227792
m,66.37,48.68,813,1600143227805
m,66.37,48.85,813,1600143227815
m,66.38,49.03,811,1600143227827
m,66.38,49.21,810,1600143227839
m,66.4,49.47,811,1600143227850
m,66.42,49.64,811,1600143227862
m,66.44,49.76,814,1600143227874
m,66.45,49.9,814,1600143227885
m,66.48,50.05,812,1600143227897
m,66.53,50.17,811,1600143227908
m,66.59,50.32,810,1600143227920
m,66.61,50.56,815,1600143227932
m,66.63,50.75,816,1600143227943
m,66.68,50.95,817,1600143227954
m,66.69,51.14,815,1600143227965
m,66.71,51.26,813,1600143227977
m,66.72,51.39,814,1600143227989
m,66.73,51.49,815,1600143228001
m,66.74,51.61,817,1600143228013
m,66.75,51.73,817,1600143228023
m,66.77,51.87,815,1600143228035
m,66.79,51.97,814,1600143228047
m,66.81,52.05,813,1600143228059
m,66.82,52.12,815,1600143228070
m,66.83,52.17,817,1600143228081
m,66.83,52.23,818,1600143228093
m,66.85,52.31,816,1600143228105
m,66.87,52.43,814,1600143228115
m,66.91,52.54,814,1600143228128
m,66.95,52.61,817,1600143228139
m,66.97,52.64,833,1600143228151
m,66.99,52.68,852,1600143228242
m,66.99,52.72,852,1600143228254
m,67,52.76,852,1600143228266
m,67.02,52.73,852,1600143228404
m,67.03,52.7,843,1600143228474
m,67.07,52.7,843,1600143228486
m,67.2,52.67,843,1600143228497
m,67.44,52.6,840,1600143228509
m,67.59,52.49,830,1600143228520
m,67.7,52.4,823,1600143228531
m,67.85,52.31,823,1600143228544
m,68.03,52.23,821,1600143228556
m,68.19,52.17,817,1600143228567
m,68.38,52.12,813,1600143228577
m,68.56,52.09,806,1600143228590
m,68.7,52.08,805,1600143228601
m,69,52.07,808,1600143228624
m,69.22,52.03,809,1600143228636
m,69.43,51.99,808,1600143228647
m,69.7,51.93,806,1600143228659
m,69.92,51.89,805,1600143228671
m,70.14,51.85,806,1600143228683
m,70.39,51.83,808,1600143228694
m,70.65,51.8,810,1600143228705
m,70.99,51.77,809,1600143228717
m,71.3,51.73,806,1600143228728
m,71.67,51.66,805,1600143228740
m,72.05,51.6,807,1600143228752
m,72.46,51.55,809,1600143228763
m,72.86,51.51,810,1600143228774
m,73.24,51.48,809,1600143228786
m,73.63,51.46,806,1600143228798
m,74.04,51.42,806,1600143228810
m,74.5,51.36,807,1600143228820
m,75,51.29,809,1600143228832
m,75.51,51.2,810,1600143228845
m,76.04,51.11,808,1600143228855
m,76.52,51.05,806,1600143228867
m,76.99,51.02,806,1600143228878
m,77.48,51.01,807,1600143228891
m,77.93,51,808,1600143228901
m,78.42,50.98,809,1600143228913
m,78.93,50.96,808,1600143228924
m,79.5,50.93,806,1600143228936
m,80.06,50.9,806,1600143228947
m,80.56,50.87,807,1600143228960
m,81.13,50.85,809,1600143228972
m,81.59,50.84,810,1600143228982
m,82.12,50.83,808,1600143228993
m,82.64,50.83,806,1600143229006
m,83.15,50.81,805,1600143229017
m,83.69,50.8,807,1600143229029
m,84.27,50.78,809,1600143229041
m,84.8,50.76,810,1600143229052
m,85.37,50.73,808,1600143229063
m,85.99,50.71,806,1600143229075
m,86.65,50.68,805,1600143229087
m,87.32,50.65,807,1600143229098
m,87.93,50.59,809,1600143229109
m,88.6,50.52,809,1600143229121
m,89.23,50.47,807,1600143229133
m,89.85,50.44,806,1600143229144
m,91.66,50.36,810,1600143229180
m,92.27,50.27,809,1600143229190
m,92.91,50.23,807,1600143229202
m,93.57,50.21,807,1600143229214
m,94.17,50.19,806,1600143229225
m,94.77,50.18,808,1600143229237
m,95.35,50.18,810,1600143229248
m,95.86,50.18,809,1600143229260
m,96.43,50.18,807,1600143229271
m,97.01,50.19,807,1600143229283
m,97.59,50.18,806,1600143229295
m,98.14,50.18,808,1600143229306
m,98.64,50.17,809,1600143229317
m,99.1,50.17,809,1600143229329
m,99.55,50.16,808,1600143229341
m,100.02,50.17,806,1600143229352
